epoch,train_loss,val_MAE,val_RMSE
1,0.09216725271395225,0.3027280290170391,0.37668101509399815
2,0.06808767799815442,0.2919856659908726,0.3630612633861474
3,0.06615597320794372,0.2848039065624192,0.3534256747569098
