train_loss,val_loss,train_acc,val_acc,train_acc_target,val_acc_target,train_acc_other,val_acc_other
0.34938665369780963,0.3813914026854173,0.7907098668344343,0.8544266191325015,0.8582017010935602,0.9275534441805225,0.3657230298393267,0.7812128418549346
0.1731073978870909,0.3128442961090016,0.9077277970011534,0.8764111705288176,0.925989462075726,0.9382422802850356,0.7994186046511628,0.8145065398335315
0.13434306361453646,0.24016267033118122,0.924923980287302,0.8859180035650623,0.9491650294695482,0.9477434679334917,0.7832017229002154,0.8240190249702735
0.12344961290724302,0.21115757475765246,0.9297472999895146,0.887106357694593,0.9515121831761969,0.9477434679334917,0.8,0.8263971462544589
0.10593527759757067,0.2321726454175868,0.9393939393939394,0.88116458704694,0.9545454545454546,0.9524940617577197,0.8477457501847746,0.8097502972651606
0.1070814515584049,0.19927065334511254,0.9342560553633218,0.8894830659536542,0.9537536800785084,0.9536817102137767,0.8194945848375451,0.8252080856123662
0.10267031833647834,0.20610877667676727,0.938555101184859,0.8882947118241236,0.9548872180451128,0.9536817102137767,0.8455056179775281,0.8228299643281808
0.10644929385001017,0.1830972011359233,0.9348851840201321,0.9031491384432561,0.9550410388337621,0.9524940617577197,0.8151382823871907,0.8537455410225921
0.09408233769512096,0.18648664129651943,0.9399182132746147,0.9007724301841948,0.9571078431372549,0.9560570071258907,0.8380537400145244,0.845422116527943
0.10055531848274311,0.19297363138142623,0.9375065534235084,0.9043374925727867,0.9544285189268651,0.9596199524940617,0.8369723435225619,0.8489892984542212
0.0919183776140409,0.18559847849438776,0.9396036489462095,0.8882947118241236,0.9582206930449741,0.9524940617577197,0.8313080771979986,0.8240190249702735
0.08994335143757404,0.1769089874864187,0.9436929852154765,0.8972073677956031,0.9602244997559786,0.9501187648456056,0.8426547352721849,0.8442330558858502
0.09487759429459043,0.20037598282379923,0.9419104540211807,0.8888888888888888,0.9593257603517772,0.9501187648456056,0.8362962962962963,0.8275862068965517
0.09106275665006541,0.1927344799041748,0.9421201635734507,0.9013666072489602,0.958679706601467,0.9560570071258907,0.8422991893883567,0.8466111771700356
0.09007083524013075,0.18299181942107542,0.9470483380517982,0.9013666072489602,0.9610310285853897,0.9548693586698337,0.8623242042931162,0.8478002378121284
0.08844038014347669,0.17977835227436614,0.9456852259620425,0.9001782531194296,0.9625688073394495,0.9596199524940617,0.8443465491923642,0.8406658739595719
0.09359474746505714,0.19690466102845264,0.9437978399916116,0.8942364824717766,0.9552860467965208,0.9560570071258907,0.8755458515283843,0.8323424494649228
0.10254596065991499,0.1793969140019057,0.9384502464087239,0.8983957219251337,0.9562828184149469,0.9536817102137767,0.8301186943620178,0.8430439952437574
0.09134315378787962,0.17651559486282323,0.9444269686484219,0.9019607843137255,0.9632723252671662,0.9536817102137767,0.8345272206303725,0.8501783590963139
0.09173031279079018,0.18050994804867035,0.9450560973052322,0.904931669637552,0.9616461707049799,0.9572446555819477,0.8421450151057401,0.8525564803804994
0.08646841927871753,0.19593270144091463,0.9473629023802034,0.8948306595365418,0.9639364303178484,0.9560570071258907,0.847457627118644,0.8335315101070154
0.08193517902598856,0.21131567955719974,0.9513473838733354,0.8948306595365418,0.9677537113652956,0.9596199524940617,0.849128127369219,0.8299643281807372
0.0901918932291561,0.18363847752224724,0.9444269686484219,0.9025549613784908,0.9594511821634203,0.9513064133016627,0.8551673944687045,0.8537455410225921
0.08199380594078928,0.1734631560602278,0.9501939813358499,0.9019607843137255,0.9660766961651918,0.9524940617577197,0.8579586009992862,0.8513674197384067
0.08164924680910725,0.18075805937625328,0.9498794170074447,0.9061200237670826,0.964025279533301,0.9584323040380047,0.8609625668449198,0.8537455410225921
0.08181179689886008,0.16874361048751282,0.9474677571563385,0.9079025549613785,0.9634982851543361,0.9584323040380047,0.8521485797523671,0.8573127229488704
0.08190976782471415,0.17653353596633337,0.9490405787983642,0.9126559714795008,0.9646470803364623,0.9608076009501187,0.8530734632683659,0.8644470868014269
0.0833594853343266,0.18709053837184636,0.9527104959630911,0.9043374925727867,0.9676316110907537,0.9513064133016627,0.8622222222222222,0.8573127229488704
0.08025043664834496,0.18316557293511787,0.9516619482017405,0.9061200237670826,0.967888779527559,0.9560570071258907,0.85805535841022,0.8561236623067776
0.08685324968426351,0.1768192290767746,0.9494599979029045,0.9043374925727867,0.9652321906151228,0.9548693586698337,0.8504958047292144,0.8537455410225921
0.0852062229826646,0.1802825083218093,0.9502988361119848,0.904931669637552,0.9683380559319946,0.9584323040380047,0.8471830985915493,0.8513674197384067
0.08324572255964979,0.1845670950089423,0.9517668029778756,0.9043374925727867,0.9688264058679706,0.9596199524940617,0.8489314664701547,0.8489892984542212
0.08476244900932374,0.19403162496691606,0.9529202055153613,0.904931669637552,0.9673330082886397,0.9560570071258907,0.8642160540135033,0.8537455410225921
0.07848721617123383,0.19445390039879196,0.9538638985005767,0.8865121806298277,0.9714425189162802,0.9536817102137767,0.8466120625465376,0.8192627824019025
0.07547964902727444,0.2031144799559184,0.9548075914857922,0.9073083778966132,0.9716554673182651,0.9524940617577197,0.852810650887574,0.8620689655172413
0.07608743765261877,0.1909354014919614,0.958582363426654,0.9090909090909091,0.9735527117611212,0.9572446555819477,0.8663663663663663,0.8608799048751486
0.07113363555566801,0.20820695562463887,0.9613085876061654,0.9031491384432561,0.9742874469375379,0.9560570071258907,0.878482972136223,0.8501783590963139
0.07451017664354738,0.1987661212542147,0.9597357659641397,0.9096850861556743,0.9748664400194269,0.9572446555819477,0.8639508070714835,0.8620689655172413
0.0732659977974341,0.19187883871062747,0.9598406207402748,0.9096850861556743,0.9759050880626223,0.9560570071258907,0.8633357825128581,0.8632580261593341
0.06875998123368267,0.20166027661904973,0.9610988780538954,0.9096850861556743,0.9766275085658346,0.9572446555819477,0.8681318681318682,0.8620689655172413
0.07276532197072096,0.20267400338824065,0.9587920729789242,0.9102792632204397,0.9748989837149504,0.9584323040380047,0.8627737226277372,0.8620689655172413
0.07278103092513055,0.20191970478110718,0.9610988780538954,0.9084967320261438,0.9768264422490548,0.9584323040380047,0.8647234678624813,0.8585017835909632
0.0726461383101591,0.20950491761542717,0.9593163468595994,0.9043374925727867,0.9749511241446726,0.9524940617577197,0.8647450110864745,0.8561236623067776
0.06896503279398816,0.1998969315076774,0.9613085876061654,0.9073083778966132,0.9777695897813805,0.9560570071258907,0.8652329749103943,0.8585017835909632
0.07112621089408912,0.20147646014701645,0.9593163468595994,0.9096850861556743,0.9762724366855176,0.9584323040380047,0.8610121168923734,0.8608799048751486
0.07080707719730608,0.20806488443939192,0.9610988780538954,0.9073083778966132,0.9777179236043095,0.9536817102137767,0.8619430241051863,0.8608799048751486
0.06687793978627181,0.20566658144992478,0.9633008283527315,0.9090909090909091,0.9786585365853658,0.9560570071258907,0.8691099476439791,0.8620689655172413
