epoch,train_loss,val_MAE,val_RMSE
1,0.07042376961049723,0.25983289224945577,0.32184258331482646
2,0.045544196772395185,0.2606028878618624,0.32600323076879123
3,0.04178116219082373,0.2590732350968561,0.32691343320313715
