iter,HIDDEN_WIDTH,DEPTH_PER_BLOCK,NUM_BLOCKS,LR,WEIGHT_DECAY,best_val
1,256,4,4,0.001,1e-05,0.06650424879463374
2,256,4,4,0.001,1e-06,0.06550282762150898
3,512,2,4,0.0005,1e-05,0.06801539763070671
4,256,2,4,0.0005,1e-05,0.06596481454397164
5,256,2,4,0.001,1e-06,0.06776461572837318
6,256,2,4,0.0005,1e-06,0.06649973554031871
