epoch,train_loss,val_MAE,val_RMSE
1,0.041828581020804036,0.17374640205932604,0.22092186449809084
2,0.01938226149081891,0.16885036977046536,0.21580892604405258
3,0.017970356999207605,0.16087767497224717,0.20862237149218443
