h,MAE_z,RMSE_z,MAE_C,RMSE_C
1,0.115144282579422,0.14735333621501923,1.1359281539916992,1.453678846359253
2,0.12589825689792633,0.1615949273109436,1.2420189380645752,1.594175934791565
3,0.1355314701795578,0.17571233212947845,1.3370530605316162,1.733447790145874
4,0.14461733400821686,0.1871602088212967,1.426687479019165,1.8463839292526245
5,0.1543114334344864,0.20052336156368256,1.522322177886963,1.9782150983810425
6,0.16010908782482147,0.2079765647649765,1.5795177221298218,2.0517427921295166
7,0.1669151782989502,0.21636497974395752,1.646661400794983,2.1344964504241943
8,0.17482343316078186,0.2246321439743042,1.72467839717865,2.2160544395446777
9,0.17718157172203064,0.22829362750053406,1.7479422092437744,2.252175807952881
10,0.1860182285308838,0.23629260063171387,1.8351181745529175,2.331087827682495
11,0.1896190494298935,0.24123916029930115,1.8706412315368652,2.3798868656158447
12,0.1934490203857422,0.24554187059402466,1.9084246158599854,2.4223341941833496
13,0.19836124777793884,0.2517363429069519,1.9568850994110107,2.4834444522857666
14,0.1991102397441864,0.25315961241722107,1.9642741680145264,2.4974849224090576
15,0.20149199664592743,0.2555614411830902,1.9877707958221436,2.5211799144744873
16,0.20496413111686707,0.2596898078918457,2.022024154663086,2.5619070529937744
17,0.20834216475486755,0.2633935213088989,2.055349349975586,2.598445177078247
18,0.21160903573036194,0.2660928964614868,2.0875778198242188,2.625075340270996
19,0.21439827978610992,0.26997238397598267,2.1150946617126465,2.6633474826812744
20,0.21730470657348633,0.27355241775512695,2.1437673568725586,2.6986653804779053
21,0.21907095611095428,0.2756112217903137,2.161191701889038,2.7189762592315674
22,0.2194899171590805,0.27625924348831177,2.1653249263763428,2.7253689765930176
23,0.22301305830478668,0.28175416588783264,2.2000815868377686,2.7795777320861816
24,0.22574017941951752,0.28387847542762756,2.226985216140747,2.80053448677063
25,0.23220984637737274,0.29172763228416443,2.2908103466033936,2.8779687881469727
26,0.23384162783622742,0.2936941683292389,2.306908369064331,2.897369384765625
27,0.2375984936952591,0.29783499240875244,2.343970537185669,2.9382197856903076
28,0.2413938045501709,0.3024253249168396,2.3814122676849365,2.983504056930542
29,0.24387814104557037,0.3054179549217224,2.40592098236084,3.0130274295806885
30,0.24594496190547943,0.30844834446907043,2.4263107776641846,3.0429232120513916
31,0.24841514229774475,0.31202763319015503,2.4506797790527344,3.078233242034912
32,0.24979478120803833,0.31328436732292175,2.464290142059326,3.0906312465667725
33,0.2508638799190521,0.3154631555080414,2.474837303161621,3.1121256351470947
34,0.2554883360862732,0.31885257363319397,2.520458698272705,3.1455633640289307
35,0.25620120763778687,0.3203318417072296,2.527491331100464,3.1601569652557373
36,0.2573601305484772,0.3213787376880646,2.5389244556427,3.1704843044281006
37,0.25993502140045166,0.3239288926124573,2.564326286315918,3.1956424713134766
38,0.26265788078308105,0.3266542851924896,2.5911881923675537,3.222529649734497
39,0.26726391911506653,0.3320740759372711,2.6366279125213623,3.275996685028076
40,0.26860013604164124,0.33313363790512085,2.6498100757598877,3.286449670791626
41,0.2721106708049774,0.33580130338668823,2.6844425201416016,3.3127667903900146
42,0.27144718170166016,0.3355015516281128,2.6778969764709473,3.309809684753418
43,0.27526652812957764,0.3403376638889313,2.715575695037842,3.3575191497802734
44,0.27750977873802185,0.341913640499115,2.737705945968628,3.3730664253234863
45,0.27803122997283936,0.343048095703125,2.7428500652313232,3.3842580318450928
46,0.2782004773616791,0.3422524034976959,2.7445197105407715,3.376408815383911
47,0.2849757671356201,0.34964853525161743,2.8113596439361572,3.449373245239258
48,0.28266793489456177,0.34721019864082336,2.7885923385620117,3.425318717956543
49,0.28623104095458984,0.35172104835510254,2.8237433433532715,3.4698195457458496
50,0.2878514528274536,0.35410410165786743,2.839728832244873,3.49332857131958
51,0.2932884991168976,0.36041098833084106,2.893367052078247,3.5555479526519775
52,0.2929191589355469,0.3609866499900818,2.889723062515259,3.5612266063690186
53,0.2945646047592163,0.3631695806980133,2.905956268310547,3.5827622413635254
54,0.2959270775318146,0.364961177110672,2.9193971157073975,3.6004366874694824
55,0.29720816016197205,0.36826637387275696,2.9320361614227295,3.6330432891845703
56,0.29683560132980347,0.36840054392814636,2.9283597469329834,3.634366750717163
57,0.2994672656059265,0.37122389674186707,2.954322338104248,3.662219762802124
58,0.2983967959880829,0.3705674409866333,2.9437615871429443,3.6557438373565674
59,0.29896315932273865,0.37258192896842957,2.9493489265441895,3.6756174564361572
60,0.29673242568969727,0.3705415725708008,2.927341938018799,3.6554884910583496
61,0.30264538526535034,0.3771229386329651,2.9856748580932617,3.7204155921936035
62,0.3000613749027252,0.3750248849391937,2.9601831436157227,3.6997177600860596
63,0.3036877512931824,0.37821298837661743,2.9959585666656494,3.7311692237854004
64,0.3016887605190277,0.37565943598747253,2.9762377738952637,3.7059779167175293
65,0.30404213070869446,0.37790608406066895,2.9994547367095947,3.7281415462493896
66,0.3058476150035858,0.3797324597835541,3.017266273498535,3.7461588382720947
67,0.30463969707489014,0.38059401512145996,3.00534987449646,3.7546589374542236
68,0.30358362197875977,0.3785824477672577,2.994931221008301,3.734814405441284
69,0.30436617136001587,0.38144493103027344,3.0026509761810303,3.7630529403686523
70,0.3071879744529724,0.38230982422828674,3.030489206314087,3.771585464477539
71,0.30585411190986633,0.3837157189846039,3.017329692840576,3.7854549884796143
72,0.30716055631637573,0.38373062014579773,3.0302181243896484,3.78560209274292
73,0.3118594288825989,0.38868021965026855,3.0765743255615234,3.8344314098358154
74,0.3121633231639862,0.38844847679138184,3.0795719623565674,3.8321447372436523
75,0.31422147154808044,0.39282187819480896,3.099876642227173,3.8752896785736084
76,0.3111392855644226,0.38880497217178345,3.069469451904297,3.8356621265411377
77,0.31409862637519836,0.393624871969223,3.0986645221710205,3.883211374282837
78,0.3128272294998169,0.39369380474090576,3.0861217975616455,3.8838911056518555
79,0.3116728663444519,0.39335399866104126,3.0747337341308594,3.8805391788482666
80,0.3160842955112457,0.39892494678497314,3.118253707885742,3.935497999191284
81,0.31306028366088867,0.3974030613899231,3.088421106338501,3.9204843044281006
82,0.3108789026737213,0.3944849669933319,3.066901206970215,3.8916964530944824
83,0.3146747946739197,0.39820700883865356,3.104348659515381,3.928415298461914
84,0.311615526676178,0.39664560556411743,3.0741679668426514,3.9130115509033203
85,0.3137281537055969,0.39808329939842224,3.0950100421905518,3.927194833755493
86,0.3106682002544403,0.39676806330680847,3.0648226737976074,3.914219856262207
87,0.31060534715652466,0.3965308666229248,3.064202308654785,3.911879539489746
88,0.3131343722343445,0.39764541387557983,3.0891518592834473,3.922874927520752
89,0.31345221400260925,0.3981688916683197,3.092287302017212,3.928039312362671
90,0.31128066778182983,0.395862877368927,3.07086443901062,3.905289649963379
91,0.31491318345069885,0.4001796543598175,3.1067001819610596,3.947876214981079
92,0.3158527612686157,0.40062999725341797,3.11596941947937,3.9523186683654785
93,0.31476736068725586,0.3998434543609619,3.1052615642547607,3.94455885887146
94,0.3171226978302002,0.40176528692245483,3.128497838973999,3.9635186195373535
95,0.3172343671321869,0.4033234119415283,3.129599094390869,3.9788899421691895
96,0.32077595591545105,0.4055382311344147,3.1645379066467285,4.000740051269531
97,0.31915801763534546,0.4051573574542999,3.1485767364501953,3.9969820976257324
98,0.3172229826450348,0.40272825956344604,3.1294867992401123,3.9730184078216553
99,0.32023632526397705,0.40674349665641785,3.159214735031128,4.012629985809326
100,0.31863585114479065,0.4025002121925354,3.143425226211548,3.970769166946411
101,0.3186751902103424,0.405185341835022,3.143813133239746,3.997258186340332
102,0.3201490640640259,0.40600040555000305,3.158353567123413,4.0052995681762695
103,0.31941676139831543,0.40668296813964844,3.1511292457580566,4.012032985687256
104,0.31590697169303894,0.40194398164749146,3.116504192352295,3.9652817249298096
105,0.31725937128067017,0.40678834915161133,3.1298458576202393,4.013072490692139
106,0.31641605496406555,0.4066729247570038,3.1215264797210693,4.01193380355835
107,0.31822332739830017,0.4077959954738617,3.1393558979034424,4.023013114929199
108,0.31313279271125793,0.40215596556663513,3.0891361236572266,3.9673726558685303
109,0.31931906938552856,0.41021502017974854,3.1501657962799072,4.046877384185791
110,0.31786346435546875,0.4076419770717621,3.135805368423462,4.021493911743164
111,0.3145758807659149,0.40638959407806396,3.103372812271118,4.009138584136963
112,0.31470951437950134,0.40296268463134766,3.1046907901763916,3.9753315448760986
113,0.31492674350738525,0.4049247205257416,3.1068341732025146,3.994687557220459
114,0.3169519901275635,0.40558117628097534,3.1268136501312256,4.001163482666016
115,0.3188410997390747,0.40896424651145935,3.1454501152038574,4.034538269042969
116,0.3158286511898041,0.4050194025039673,3.1157314777374268,3.9956212043762207
117,0.3168255686759949,0.4064314365386963,3.1255664825439453,4.009551525115967
118,0.31755951046943665,0.4081414043903351,3.1328070163726807,4.026421070098877
119,0.31614047288894653,0.40626269578933716,3.118807554244995,4.00788688659668
120,0.31818538904190063,0.4085199534893036,3.1389811038970947,4.030155658721924
