epoch,train_loss,val_ACC
1,1.4836015710204733,0.24711747471883566
2,1.4170339714298972,0.22746550420565165
3,1.376312358127519,0.22714653624421133
4,1.3183744960659267,0.2326162461015027
5,1.2466508545228434,0.22696933182118892
6,1.1762920677770174,0.24442987430299593
7,1.1042923318959534,0.24159460353463755
8,1.0480902905283684,0.24697571118041772
9,1.0022502631058186,0.26167186466307535
10,0.9636930128000716,0.26940388432095264
