epoch,train_loss,val_loss,val_mae,val_rmse,lr
1,0.02945609437573014,0.06965015636812343,0.3361750841140747,0.42496478692201367,0.0006999309152945763
2,0.009564995781057378,0.0685640778761394,0.3326961398124695,0.4226650505066357,0.0006997236914811404
3,0.007098395447924878,0.06830227550229814,0.3329795300960541,0.42104241548358684,0.0006993784194549056
4,0.00613244790855108,0.06782180821467744,0.3318637013435364,0.4194778934128204,0.0006988952506635939
5,0.005688427191553185,0.07077937886709033,0.3384559750556946,0.4294129101149501,0.0006982743970410061
6,0.005287541363171293,0.06841737100172161,0.32986828684806824,0.4222049482510988,0.0006975161309140605
7,0.005060455903808758,0.07015735324988566,0.33534225821495056,0.42738296496234557,0.0006966207848833413
8,0.005027408154627073,0.07321417396242666,0.3435297906398773,0.4361027647020894,0.000695588751677209
9,0.0048440457547752605,0.07043468203432489,0.3373464345932007,0.4283498403353197,0.0006944204839795368
10,0.004641879247772752,0.06916633567376303,0.3332333564758301,0.42368931408921584,0.0006931164942311487
11,0.004655678693241286,0.06887478889473299,0.3325665593147278,0.42283690253167133,0.0006916773544050454
12,0.0047376784694932615,0.07013530253736984,0.33640268445014954,0.42692206602214794,0.0006901036957555187
13,0.004481154686581452,0.06796801880481515,0.32842767238616943,0.42026722036614067,0.0006883962085412622
14,0.004474582446250811,0.06836854729174387,0.3310624361038208,0.4213527696709723,0.000686555641722601
15,0.004346357165718252,0.07034341730915084,0.33644574880599976,0.4274248544836324,0.0006845828026329733
16,0.00437036186809317,0.06782311403035822,0.3284055292606354,0.4199762530936419,0.0006824785566248065
17,0.004299632975723124,0.07217204781009419,0.3414801359176636,0.4325031448812201,0.0006802438266899457
18,0.004369997004842729,0.07085320925210963,0.3378761410713196,0.42930525336797776,0.0006778795930547991
19,0.004207528452162893,0.07054525827712352,0.3365975022315979,0.42739429628246267,0.0006753868927503776
20,0.004120880958524723,0.06758300735993256,0.32950538396835327,0.41844419372879665,0.0006727668191574192
21,0.004234299499957452,0.07169089394409468,0.339483380317688,0.43095057984240187,0.000670020521526796
22,0.004044882291747094,0.06902148757166791,0.3326471149921417,0.42304447345985413,0.0006671492044754149
23,0.004069474160454227,0.07120111433438736,0.3380086123943329,0.42874256616937595,0.0006641541274578324
24,0.004054768423739712,0.06833346195445203,0.3314732611179352,0.42030285253407673,0.0006610366042138168
25,0.003968101976330853,0.0691809108997188,0.3336073160171509,0.42316622402245135,0.000657798002192098
26,0.003964971364882676,0.06990000835186479,0.3363121449947357,0.4247834825156097,0.0006544397419505594
27,0.003921757335548551,0.07043938078723921,0.3366296589374542,0.42641218492313293,0.0006509632965331346
28,0.003956063943960279,0.07607059754283711,0.35154858231544495,0.44321955354025055,0.0006473701908236812
29,0.003871718891760678,0.06732707101814818,0.327980637550354,0.4169256081238317,0.0006436620008771166
30,0.0038509679940140363,0.06891840269401817,0.33274146914482117,0.42191639449876606,0.0006398403532281082
31,0.003851421683737375,0.06882049821059008,0.33331969380378723,0.4215889596800543,0.0006359069241776216
32,0.003782735486939839,0.06849623480719505,0.3316798210144043,0.41997557895483567,0.0006318634390576393
33,0.0037066619332373433,0.06926239702371087,0.33415675163269043,0.4228341537310248,0.0006277116714743734
34,0.0036671696131307524,0.07052256439877029,0.33828675746917725,0.42657575062722225,0.000623453442530303
35,0.0037054144130856956,0.07014370463456553,0.33714911341667175,0.42499390695916506,0.000619090620025379
36,0.003685473112696872,0.06596275801668958,0.32470500469207764,0.4123666150286207,0.0006146251176377444
37,0.0036098385442192983,0.06856081569290692,0.3331274390220642,0.4202299717709506,0.0006100588940843328
38,0.00357268864867612,0.07009614158495522,0.3365199863910675,0.42520736375866697,0.00060539395226171
39,0.003545782235857931,0.06689989304926136,0.32822322845458984,0.4149338353221171,0.0006006323383675368
40,0.0035153076459554216,0.07249676318156838,0.34238338470458984,0.4324739274947808,0.0005957761410030402
41,0.003547614371602975,0.06777177562955583,0.33090367913246155,0.4183485498105265,0.0005908274902568831
42,0.0034985869327216475,0.06688918100467117,0.32797420024871826,0.41475608603465514,0.0005857885567708371
43,0.00345092142380557,0.07081136240227388,0.33902421593666077,0.427045851512608,0.0005806615507876676
44,0.003490948544146077,0.06726451232881829,0.3294708728790283,0.41609395324037396,0.000575448721181648
45,0.003408218743460416,0.06689721871499378,0.3278143107891083,0.41496148674709593,0.0005701523544721289
46,0.0033992687556711793,0.06894872349567048,0.3341209888458252,0.42127840809443257,0.000564774773820596
47,0.003344124377913122,0.06620273124979864,0.3260296881198883,0.41278025181361055,0.0005593183380116533
48,0.003354897744754709,0.06539952552112022,0.32408422231674194,0.41002029708887455,0.0005537854404183838
49,0.003335363173730744,0.06596358161936007,0.32633039355278015,0.4119622388208127,0.0005481785079525359
50,0.0032831333161702433,0.06878603568835424,0.33398935198783875,0.4209236438399267,0.0005424999999999998
51,0.0032754523996082903,0.06637099323480732,0.32744866609573364,0.4130427200399899,0.00053675240734204
52,0.0032344617510160194,0.06820184047711958,0.3321501612663269,0.41899707892294186,0.0005309382510627562
53,0.00322474255362182,0.0675923106454239,0.32984715700149536,0.41676097239745274,0.0005250600814432518
54,0.0032116800474310384,0.06597711899234812,0.3261848986148834,0.4119878291373977,0.0005191204768429976
55,0.0031877407031043353,0.06678919992086911,0.32894518971443176,0.41426889206000855,0.0005131220425688767
56,0.0031669222709080837,0.06381666339417495,0.32000619173049927,0.4052415214748285,0.000507067409732412
57,0.0031532616105871005,0.065991264878597,0.3264079689979553,0.411637673547502,0.0005009592340956732
58,0.003120136750608827,0.06735466450157732,0.32995325326919556,0.41603106259640005,0.0004948001949063714
59,0.00308229062453057,0.06601595839872809,0.32676178216934204,0.4114652001335059,0.0004885929937226534
60,0.003069993415485742,0.0660282904743263,0.326835036277771,0.4117245979545234,0.0004823403532281081
61,0.0030480911964279357,0.06625003696852687,0.32786741852760315,0.4125333295708611,0.0004760450160375082
62,0.003027663119951064,0.0663255500321341,0.3272959291934967,0.4127053566038542,0.0004697097434938083
63,0.0030233434844508912,0.06680178502113512,0.3296145498752594,0.4142175600026872,0.00046333731445692884
64,0.002965519910009162,0.06695315883596345,0.3290005028247833,0.41468208668789736,0.0004569305240848562
65,0.002986348027508091,0.06484536129501786,0.32354289293289185,0.40834918899633094,0.00045049218260759385
66,0.0029512122607997897,0.06670426030523412,0.32857581973075867,0.41418118845095536,0.00044402511409450296
67,0.0029254113070811463,0.06746285362630197,0.3308546245098114,0.41649354874857014,0.00043753215521557187
68,0.0029231015497872843,0.06779062449194417,0.3314424157142639,0.4169652604068066,0.00043101615399715937
69,0.0028926307932265753,0.06856439731056148,0.3332109749317169,0.4196638334678344,0.0004244799685727555
70,0.002910551811270054,0.06712201423020941,0.3297836482524872,0.4151178980733573,0.0004179264659293106
71,0.002835744659606259,0.06434105879783926,0.3228508532047272,0.406277857338858,0.00041135852064967904
72,0.002845073469634195,0.06640889881049643,0.32855454087257385,0.41314305481001956,0.0004047790136517334
