iter,HIDDEN_WIDTH,DEPTH_PER_BLOCK,NUM_BLOCKS,LR,WEIGHT_DECAY,best_val
1,128,3,4,0.001,1e-05,0.07562445940526558
2,128,3,4,0.001,1e-06,0.0783220692906837
3,256,2,4,0.0005,1e-05,0.07438021277052674
4,128,2,4,0.0005,1e-05,0.07878241331860367
5,128,2,4,0.001,1e-06,0.07148846218787332
6,128,2,4,0.0005,1e-06,0.07859104550722439
