epoch,train_loss,val_loss,val_mae,val_rmse,lr
1,0.036212241682330615,0.026157420422244178,0.20239567756652832,0.2615635254998197,0.0006982743970410061
2,0.02868942571946114,0.025185701000999223,0.19747483730316162,0.2557699469444073,0.0006931164942311488
3,0.02702387507990685,0.02329899078688106,0.19000400602817535,0.246598822900089,0.0006845828026329734
4,0.026471816145509253,0.02427858860978672,0.19527529180049896,0.2522113570849185,0.0006727668191574192
5,0.02539009757994013,0.023745179381892755,0.18978258967399597,0.24947315074752482,0.0006577980021920982
6,0.02518065588705185,0.022697381058556808,0.18633392453193665,0.24378730384548064,0.0006398403532281085
7,0.024208105723764604,0.022220932295428472,0.1830800622701645,0.2410108840945984,0.0006190906200253792
8,0.023508276310500526,0.02275636946564322,0.18610244989395142,0.2437208228499405,0.0005957761410030404
9,0.022650846297930897,0.022918150021887577,0.1843847632408142,0.24511183014748542,0.0005701523544721292
10,0.021948272749810045,0.024193627575227805,0.19252310693264008,0.25242831640782315,0.0005425000000000001
11,0.02074766116757088,0.024688272913162772,0.19555461406707764,0.25437316511931113,0.0005131220425688772
12,0.019786507763921192,0.02381660996491576,0.18851777911186218,0.25052804612676655,0.00048234035322810854
13,0.01847113906014853,0.02437778274520292,0.19258639216423035,0.25375527515001917,0.00045049218260759423
14,0.017074968943102214,0.025699986295925605,0.19561603665351868,0.25976972648422936,0.00041792646592931097
15,0.015612469554189165,0.025614236523439218,0.1942765712738037,0.25960891700633054,0.00038500000000000014
16,0.014469503295316382,0.025796868444026053,0.19679781794548035,0.2607135399786293,0.00035207353407068926
17,0.013397941842163337,0.026086751287719152,0.19767916202545166,0.2622189794336415,0.00031950781739240584
18,0.012472715436743985,0.02825332688050227,0.2064913511276245,0.2730816705714422,0.00028765964677189164
19,0.011663432940414161,0.02667829200524736,0.20011666417121887,0.26512109418884955,0.000256877957431123
20,0.01089085302607135,0.026929921176922215,0.20054329931735992,0.2665493673016537,0.0002275000000000001
21,0.01037476495448642,0.02719921271341878,0.20193126797676086,0.2678796503283722,0.00019984764552787102
22,0.009836098790623759,0.027198517820923716,0.20093417167663574,0.267748298271855,0.00017422385899695976
23,0.009459422663110131,0.027535958358229282,0.2018888145685196,0.26920317987282816,0.00015090937997462085
